KIperKP,KontrasP,Solidity_Inti,HomogenitasP,Circularity_Inti,Keliling_Inti,LIperLP ,KelilingP,EntropiP,LuasNormal_P,EnergiP,Homogenitas_Inti,KelilingNormal_I,Entropi_Inti,Granularity_Inti,RerataGP,SolidityP,Energi_Inti,RerataRP,RerataR_Inti,CircularityP,LuasP,GranularityP,RerataG_Inti,RerataBP,Eccentricity,RerataB_Inti,Kontras_Inti,Luas_Inti
3,0.597234,457.146118,0.29662,0.812868,0.08444,2073,0.572301,3471,1.218377,0.411404,0.467847,0.756024,1.95566,1.471814,95.752251,50.12915,0.326532,0.341337,63.576958,79.868454,0.052628,50456,95.758873,5.306487,54.087906,0.281189,44.830673,82.24482,28876
3,1.094755,413.665894,0.310656,0.744731,0.030877,3882,0.517374,3546,1.493636,0.386572,0.397038,0.759468,3.135703,1.411595,89.342361,44.92688,0.327868,0.369108,73.976074,70.665421,0.071527,71571,98.947357,5.940389,59.63699,0.713236,39.873158,108.743645,37029
3,1.098453,331.152832,0.324258,0.929114,0.062243,2343,0.870948,2133,0.457433,0.567472,0.813166,0.66211,2.6625,1.999278,76.6511,12.013774,0.313425,0.181039,16.605476,86.312691,0.086231,31220,54.583954,22.466734,13.532495,0.560573,50.250355,165.270218,27191
3,0.767232,507.435333,0.321628,0.850156,0.08471,2037,0.747049,2655,0.881086,0.540346,0.64949,0.687102,2.223799,1.761903,87.142693,22.343147,0.31524,0.205205,35.540054,93.920059,0.066748,37442,75.874115,6.648546,27.528503,0.387734,47.552441,83.255829,27971
4,0.269434,1139.956055,0.324231,0.868031,0.109746,1986,0.674143,7371,0.8771,0.422661,0.612431,0.699962,1.739054,1.702211,105.747704,38.167599,0.315805,0.32834,45.294708,90.343224,0.011818,51096,90.171852,18.000454,39.755711,0.621534,70.200874,155.213165,34446
4,0.299598,1130.660034,0.323365,0.896637,0.100593,2238,0.757563,7470,0.670937,0.466155,0.702585,0.661753,1.906303,1.862272,107.991264,28.747925,0.312314,0.280112,32.886246,100.768921,0.011919,52925,79.704079,22.906651,30.537148,0.783162,84.935066,170.199951,40094
4,0.747301,973.26947,0.260012,0.879558,0.01481,5607,0.730184,7503,0.712085,0.389846,0.705893,0.736669,4.536408,1.501628,89.644875,23.914509,0.295137,0.362438,29.720791,71.511719,0.011327,50742,72.625443,31.359249,26.765888,0.67701,54.117634,258.893585,37051
4,0.319894,820.732544,0.295594,0.795489,0.037476,3975,0.537396,12426,1.266251,0.374092,0.443587,0.752643,2.799296,1.463614,86.055237,54.878662,0.286504,0.386819,64.813118,66.380684,0.007136,87684,94.342804,23.831877,60.581924,0.759848,48.521122,119.523422,47121
4,0.28309,879.654663,0.287797,0.852035,0.042289,3375,0.568488,11922,0.960357,0.306749,0.569681,0.790654,2.386846,1.245784,80.469864,41.491295,0.25507,0.47497,48.152519,53.400352,0.005961,67428,87.691109,16.265465,45.340366,0.50523,35.630993,120.898399,38332
4,0.155433,1590.760376,0.312669,0.845476,0.102087,1944,0.556117,12507,1.055017,0.337782,0.508432,0.761315,1.61194,1.393899,99.531052,53.300407,0.299419,0.434052,59.884674,70.993034,0.004435,55206,99.913284,12.889251,56.207062,0.460195,56.36113,123.714516,30701
4,0.346681,653.877441,0.314887,0.932805,0.10658,1974,0.827881,5694,0.438086,0.394794,0.823877,0.740025,1.692967,1.49303,63.525322,13.617737,0.301369,0.362074,15.32116,50.864773,0.015473,39920,52.596073,12.918459,14.0485,0.413638,29.5415,59.893589,33049
4,0.310947,678.209106,0.31153,0.876756,0.090186,1764,0.641171,5673,0.783106,0.308619,0.665243,0.79746,1.639405,1.196978,55.272877,27.430025,0.299737,0.47273,31.733931,36.399841,0.0136,34830,70.381721,8.675917,28.711655,0.475577,17.621675,61.709286,22332
4,0.243243,837.626953,0.304685,0.791226,0.066621,2592,0.584803,10656,1.292815,0.425442,0.467708,0.723158,2.238342,1.599433,66.480644,44.770653,0.274203,0.324954,53.483372,56.421249,0.00674,60906,82.458328,12.821046,50.033264,0.62307,31.740242,88.724365,35618
4,0.169778,1860.824707,0.301963,0.818936,0.038089,2919,0.459104,17193,1.263854,0.288369,0.406248,0.809649,2.4325,1.155193,70.239037,70.872803,0.248387,0.500144,72.662277,44.536449,0.002391,56253,103.930191,16.187351,66.885391,0.698431,26.5781,100.004021,25826
4,0.385029,864.035217,0.289893,0.653918,0.015676,5586,0.36678,14508,2.166895,0.338281,0.161421,0.780411,4.101322,1.321062,63.005486,96.813339,0.311105,0.429337,109.042282,44.601662,0.006336,106129,93.705009,13.181559,94.491776,0.330824,23.907475,138.938568,38926
4,0.217357,1319.26001,0.303087,0.778453,0.094863,1668,0.533531,7674,1.490215,0.47398,0.325132,0.705138,1.971631,1.656006,56.942928,84.686111,0.302958,0.270847,85.536018,52.943626,0.0084,39366,105.46479,16.300438,77.540756,0.531095,22.465923,81.539032,21003
5,0.683213,263.978943,0.328453,0.926394,0.107245,2271,0.858796,3324,0.448103,0.521641,0.823833,0.667397,1.954389,1.824027,85.785011,10.313364,0.329,0.22467,15.250966,89.362854,0.058291,51252,49.90202,8.959669,11.883062,0.913071,51.496754,55.327209,44015
5,0.406769,627.410645,0.329646,0.858415,0.1295,1911,0.751583,4698,0.840602,0.531914,0.665651,0.708912,1.796053,1.718875,99.329094,25.35428,0.325126,0.215546,36.288799,105.722,0.028509,50073,78.816322,4.617664,30.503265,0.890755,59.309731,70.806213,37634
5,0.417902,531.534729,0.329325,0.822454,0.114932,2115,0.637467,5061,1.128912,0.471717,0.524314,0.694925,1.795416,1.738842,103.057236,42.872906,0.325215,0.274819,56.772869,97.230316,0.031487,64179,94.071281,8.37551,49.560093,0.887323,65.546135,86.059921,40912
5,0.502928,540.908875,0.329328,0.880437,0.12406,2061,0.779751,4098,0.73687,0.546562,0.701352,0.678048,1.860108,1.882535,101.65683,23.186693,0.326902,0.201942,32.5737,111.270119,0.040243,53780,76.418549,8.015314,27.926138,0.86662,69.672089,93.03257,41935
5,0.5629,491.800354,0.327665,0.880273,0.114143,2376,0.795106,4221,0.7307,0.585927,0.70758,0.65859,2.006757,1.951941,100.480476,22.546459,0.327299,0.168219,31.932652,119.360893,0.045487,64492,75.929527,7.536599,26.222645,0.921609,73.432175,83.859688,51278
5,0.57805,480.039032,0.327371,0.859189,0.101707,2544,0.763616,4401,0.879954,0.623583,0.638667,0.584287,2.193104,2.193614,99.533249,29.395203,0.311449,0.137913,40.775761,127.864014,0.044505,68596,83.610695,14.167119,34.975975,0.745725,87.660645,103.704414,52381
5,0.895105,422.12262,0.322733,0.895124,0.06299,2304,0.821012,2574,0.617246,0.547916,0.755953,0.691294,2.612245,1.834486,85.527496,14.686476,0.314911,0.197857,22.178137,93.561073,0.061471,32410,61.020954,8.923091,16.059633,0.76311,42.85693,108.364647,26609
5,0.721996,537.461792,0.316223,0.839755,0.067608,2127,0.711488,2946,0.94227,0.485334,0.625717,0.750285,2.373884,1.578399,83.566757,24.951765,0.295653,0.258847,37.701721,80.484917,0.049533,34210,76.602516,5.736257,28.424578,0.847561,35.765648,92.390121,24340
5,0.415677,651.145325,0.325619,0.851018,0.123596,1575,0.765139,3789,0.864943,0.585589,0.652522,0.725049,1.925428,1.701977,82.135689,24.584246,0.29571,0.168579,33.039146,96.850784,0.027911,31887,71.19249,4.141969,27.796947,0.617095,36.855679,72.393784,24398
5,0.972684,105.798981,0.319374,0.919526,0.054578,2457,0.843679,2526,0.462095,0.50228,0.802184,0.787572,2.688184,1.482916,75.41481,3.882893,0.312753,0.242189,15.652874,74.684448,0.061204,31077,49.107742,0.967088,5.934425,0.907688,30.105268,23.599844,26219
5,1.463209,222.504288,0.300245,0.886444,0.02188,3639,0.755843,2487,0.668819,0.422522,0.721366,0.791864,3.879531,1.307542,82.67057,7.194741,0.311253,0.323458,25.826334,70.346619,0.061977,30505,65.10733,1.554041,13.548745,0.631917,29.767107,44.057579,23057
5,1.003401,233.915665,0.318997,0.95149,0.096122,1770,0.926682,1764,0.270332,0.606668,0.886646,0.639128,2.223618,1.959369,84.697952,3.75955,0.321534,0.149336,9.116756,104.352043,0.104434,25860,40.726871,8.703552,5.32703,0.666933,51.882004,82.061691,23964
5,0.968952,250.787766,0.304229,0.945871,0.058095,2247,0.918289,2319,0.287798,0.570918,0.87775,0.66155,2.767241,1.874113,84.529617,3.813648,0.29941,0.177651,9.562799,96.388672,0.059397,25419,41.470158,7.957882,5.731515,0.682826,46.02084,88.525902,23342
5,0.912387,233.066849,0.318785,0.951555,0.08177,1812,0.924252,1986,0.25073,0.526465,0.892595,0.689512,2.248139,1.766507,82.001007,3.14159,0.308127,0.217119,7.944901,85.49379,0.073649,23116,37.513676,7.625105,4.988024,0.584377,42.290943,82.102638,21365
5,1.31068,303.44339,0.323107,0.97483,0.057487,2430,0.96696,1854,0.129966,0.563757,0.943203,0.664086,2.761364,1.986281,76.592773,2.021767,0.326313,0.183808,3.466128,85.643143,0.10213,27936,25.487539,22.096815,2.39828,0.560474,49.802486,172.201614,27013
5,1.129808,287.741821,0.323751,0.975738,0.090545,2115,0.969528,1872,0.126941,0.597712,0.946512,0.648392,2.274194,2.044901,79.863327,2.06817,0.324851,0.157147,3.516709,96.150375,0.11921,33244,25.600904,15.558694,2.305523,0.741241,53.505192,131.354233,32231
5,1.068132,274.074982,0.327014,0.977023,0.111047,1458,0.975692,1365,0.10697,0.58502,0.952309,0.646841,2.030641,1.953036,79.134529,1.608409,0.327566,0.166268,2.622703,92.661446,0.12985,19253,21.600203,12.57194,1.4763,0.672315,40.328838,123.666962,18785
5,0.997963,223.813278,0.323685,0.975827,0.127199,1470,0.968818,1473,0.116064,0.544104,0.947561,0.703242,1.832918,1.776092,84.862045,1.592861,0.324103,0.20261,3.306169,91.895844,0.130759,22577,24.788315,7.42005,2.027413,0.706708,43.529728,97.241669,21873
5,0.950161,201.837448,0.317126,0.974464,0.109744,1773,0.963162,1866,0.127397,0.521246,0.94387,0.74218,1.931373,1.638346,87.862778,1.863105,0.318451,0.224931,3.743279,91.053886,0.102867,28503,26.332619,5.623927,2.128503,0.679402,37.85437,81.066048,27453
5,1.011338,335.649506,0.327321,0.97055,0.122277,1338,0.965632,1323,0.141799,0.588852,0.938154,0.647729,1.944767,1.985378,79.181602,2.548187,0.327666,0.162884,3.833046,93.891258,0.129517,18040,26.313389,12.017747,2.244668,0.922293,42.377312,142.67981,17420
5,0.983229,205.282501,0.325831,0.975983,0.128739,1407,0.968853,1431,0.113968,0.517333,0.949387,0.710549,1.776515,1.689753,82.74514,1.629901,0.326364,0.22739,2.932199,85.258293,0.128458,20933,22.568485,7.542816,1.610004,0.753507,39.679184,84.400185,20281
5,0.862816,142.204605,0.325102,0.980094,0.105769,2151,0.965752,2493,0.112244,0.5116,0.952773,0.679306,1.900177,1.77851,87.20652,1.737112,0.325306,0.235112,3.35159,89.01236,0.081532,40324,24.683813,12.216198,2.110641,0.43649,56.070034,57.221275,38943
5,0.918534,219.370605,0.322266,0.971566,0.120927,1353,0.968125,1473,0.130926,0.602524,0.939176,0.692578,1.97807,1.826274,80.410889,1.68793,0.32247,0.153604,3.492287,98.365051,0.105385,18196,24.599598,5.935664,2.016931,0.941672,42.771282,84.893921,17616
5,0.977444,188.022263,0.325953,0.975401,0.125886,1560,0.969845,1596,0.121532,0.585865,0.946684,0.639501,1.911765,1.932698,78.543388,1.472268,0.326247,0.166365,3.013962,93.025017,0.12401,25137,22.293194,11.122537,2.083245,0.869631,53.392292,81.537979,24379
5,1.042857,218.5009,0.329355,0.977365,0.117263,1752,0.977877,1680,0.100822,0.64987,0.952345,0.605763,2.085714,2.114847,83.991005,1.259195,0.330043,0.118083,2.650527,113.997932,0.130414,29291,21.756132,10.001928,1.825683,0.708767,68.982666,100.405838,28643
5,0.981197,224.019928,0.322013,0.973454,0.113913,1722,0.967324,1755,0.130953,0.595296,0.942256,0.642894,2.025882,1.968002,84.408073,1.874098,0.3179,0.158842,3.679785,101.952515,0.113374,27788,25.719772,9.299154,2.319639,0.72061,57.698696,95.958824,26880
5,0.969283,190.995529,0.326469,0.972862,0.12452,1704,0.963273,1758,0.137836,0.602732,0.937831,0.640019,1.949657,1.948761,81.417313,1.938076,0.325924,0.153596,4.064542,99.974236,0.121449,29869,26.525463,9.903763,2.763051,0.906769,60.454605,86.430702,28772
5,0.800853,308.117218,0.32699,0.958793,0.125795,1689,0.937956,2109,0.222031,0.571757,0.907095,0.648425,1.889262,1.917869,87.134872,4.189445,0.325142,0.178447,7.007568,100.381569,0.086018,30446,35.382221,9.82399,5.079826,0.610427,60.901413,95.023651,28557
5,0.96325,254.926514,0.32641,0.959402,0.128206,1494,0.934773,1551,0.221998,0.54468,0.908327,0.696965,1.826406,1.743678,83.947922,4.11371,0.326998,0.20257,6.723522,91.499763,0.127257,24361,33.855568,6.661261,4.59192,0.753847,48.788078,82.843185,22772
5,0.977586,280.812714,0.326137,0.962387,0.121837,1701,0.947001,1740,0.205217,0.618452,0.914558,0.639335,1.996479,2.046475,87.467552,3.712324,0.326273,0.141264,6.458003,110.997131,0.122953,29623,34.152641,9.705358,4.618871,0.836083,64.471382,99.546501,28053
5,0.920477,314.596588,0.327141,0.963542,0.132143,1389,0.949546,1509,0.182599,0.556415,0.922366,0.70534,1.813316,1.715092,90.085587,3.140036,0.325428,0.192324,5.54613,100.54213,0.117911,21366,31.811489,4.529099,4.035489,0.753145,50.581482,101.44239,20288
5,0.936283,299.587799,0.322069,0.959963,0.125111,1587,0.94313,1695,0.216164,0.609682,0.909558,0.641476,1.954433,2.024758,88.513504,3.961754,0.322161,0.147628,6.886987,110.334251,0.116289,26587,35.277843,9.594631,4.87517,0.838282,64.712219,101.719917,25075
5,0.876623,369.049591,0.324368,0.948291,0.120406,1620,0.924485,1848,0.292596,0.626457,0.881607,0.622748,2.009926,2.105639,79.821465,6.201619,0.325297,0.135046,8.907623,102.852463,0.100086,27200,40.014149,12.271824,6.867414,0.71674,60.738068,99.47612,25146
5,0.963883,289.111786,0.329091,0.952594,0.127129,1281,0.934794,1329,0.243432,0.598882,0.896488,0.678604,1.923423,1.88011,79.968826,4.378535,0.329017,0.155638,7.280628,97.070313,0.126351,17759,34.907391,8.176516,4.409596,0.803365,40.770561,94.317581,16601
5,0.96828,264.129944,0.32852,0.95647,0.124074,1740,0.937378,1797,0.241331,0.634873,0.900011,0.608472,2.004608,2.102218,84.405067,4.427886,0.328726,0.129055,7.73276,110.837379,0.124099,31890,36.783131,11.737496,5.530869,0.92066,67.043663,95.732254,29893
5,0.965517,242.238022,0.325508,0.961734,0.129486,1596,0.946213,1653,0.200339,0.603796,0.915949,0.659364,1.913669,1.925201,82.577667,3.394042,0.324969,0.152829,6.039383,101.481598,0.127572,27739,32.098572,7.93729,4.518105,0.842318,56.788128,86.457634,26247
5,0.957895,278.028992,0.327321,0.964743,0.131821,1638,0.947484,1710,0.18664,0.563779,0.92269,0.642573,1.832215,1.940799,92.23761,3.393454,0.325959,0.185375,6.034394,104.573898,0.127658,29705,33.622425,11.438144,4.60224,0.781176,69.18148,101.981682,28145
5,0.969589,256.842285,0.325855,0.964645,0.12778,1626,0.950267,1677,0.186248,0.590338,0.922817,0.637593,1.899533,1.989434,85.767593,3.226548,0.327135,0.163156,5.636649,102.551468,0.126413,28291,31.639406,11.339218,4.146311,0.912009,60.32233,92.38504,26884
5,0.966387,224.929352,0.324059,0.983784,0.12557,1725,0.983462,1785,0.072195,0.593351,0.966066,0.637002,1.925223,1.976336,101.269257,1.026201,0.324427,0.161085,2.149745,122.073494,0.119242,30234,21.422567,9.153716,1.386654,0.932025,75.075035,116.719475,29734
5,1.001631,300.757233,0.326969,0.973937,0.114165,1842,0.965998,1839,0.130819,0.577767,0.942824,0.619769,1.993507,2.031637,97.894928,2.162206,0.325589,0.173111,4.171859,114.240143,0.11857,31910,28.976643,13.890726,3.103314,0.694227,78.224716,123.447876,30825
5,1.014975,244.729889,0.329437,0.972424,0.104072,1830,0.956643,1803,0.144833,0.485064,0.939729,0.692289,1.91023,1.716551,103.110023,2.441796,0.329503,0.25984,4.903932,99.696228,0.112072,28992,31.855747,8.306499,3.408286,0.826055,64.144127,114.691544,27735
5,0.984496,306.612122,0.327266,0.96946,0.125773,1524,0.959746,1548,0.152337,0.570384,0.934521,0.652572,1.886139,1.928077,99.594414,2.430475,0.327745,0.179066,4.999976,114.49778,0.127016,24221,31.958038,8.789768,3.574899,0.821587,71.786087,115.527832,23246
5,0.984195,279.860321,0.326804,0.96521,0.102774,2055,0.944255,2088,0.190593,0.555202,0.920165,0.634797,2.059118,2.001867,101.488953,3.441503,0.3271,0.192895,6.96277,113.119194,0.105428,36577,37.879147,16.416008,5.019998,0.779991,79.448914,112.279274,34538
5,1.328042,299.014313,0.281853,0.966439,0.069177,2259,0.965593,1701,0.173522,0.659065,0.926328,0.571302,2.728261,2.240377,94.722122,2.801919,0.325917,0.111974,5.824137,130.0578,0.126354,29093,33.992092,17.803328,4.483671,0.82119,89.089226,123.13295,28092
5,0.99004,261.075195,0.328585,0.967546,0.126343,1491,0.952891,1506,0.168558,0.558524,0.928956,0.650496,1.859102,1.94699,96.725357,2.764606,0.328653,0.189504,5.658079,108.484261,0.129961,23456,33.592789,11.793193,3.63309,0.786538,63.858864,96.279366,22351
5,0.984424,284.565094,0.3261,0.965866,0.118675,1896,0.958984,1926,0.179886,0.705243,0.923688,0.545102,2.159453,2.339477,90.303566,3.006544,0.326843,0.083441,6.213906,139.209335,0.119926,35401,35.265091,15.575408,4.647409,0.929193,93.792725,114.775879,33949
5,1,300.403625,0.326406,0.966372,0.128263,1605,0.956318,1605,0.16709,0.585655,0.928711,0.665371,1.892689,1.88798,98.245056,2.721795,0.327766,0.167005,5.59432,116.506607,0.134121,27494,33.763157,6.555964,3.749259,0.710024,67.187927,108.876099,26293
5,0.987034,268.998718,0.327938,0.962575,0.124021,1827,0.952798,1851,0.199306,0.665434,0.91784,0.579976,2.052809,2.2513,88.693619,3.378924,0.327908,0.107785,6.465661,124.613869,0.126812,34575,35.093769,14.049045,4.209288,0.856885,75.489136,101.29657,32943
5,1.075229,337.040741,0.325523,0.954187,0.101846,1758,0.93746,1635,0.245928,0.620123,0.89945,0.621361,2.186567,2.070889,87.648514,4.793053,0.326538,0.138897,7.988166,111.49324,0.125601,26719,38.737522,11.496485,5.288894,0.891127,64.772133,126.448235,25048
5,1.043668,285.177185,0.321219,0.965235,0.095209,2151,0.950129,2061,0.188024,0.60372,0.920634,0.614969,2.231328,2.066045,96.395393,3.166469,0.323888,0.152318,6.461431,118.680908,0.109149,36895,35.764194,11.709446,4.83937,0.873351,78.218842,115.713966,35055
5,0.967391,335.458649,0.326276,0.96256,0.125193,1602,0.958357,1656,0.184565,0.683234,0.920057,0.607135,2.069767,2.190032,88.427338,2.994148,0.326973,0.096248,5.763081,129.284241,0.122253,26679,33.049721,9.548928,4.109481,0.873877,78.597244,126.519577,25568
5,0.98786,274.148376,0.327303,0.962739,0.105682,1953,0.949501,1977,0.200561,0.628074,0.916472,0.609417,2.160398,2.129619,93.071259,3.332178,0.328299,0.133765,6.721766,120.461815,0.108616,33783,36.207199,11.349506,4.39088,0.867394,72.242599,102.957901,32077
5,1.018122,287.663452,0.324674,0.962478,0.111303,1854,0.949182,1821,0.199386,0.632164,0.915942,0.600979,2.111617,2.19874,96.540955,3.524834,0.325232,0.130447,7.155752,126.120285,0.12155,32075,38.277061,13.339722,4.575498,0.877252,75.429817,112.174835,30445
5,0.946565,296.023438,0.324694,0.962137,0.124146,1488,0.940979,1572,0.196434,0.525817,0.916817,0.678223,1.823529,1.833374,97.722816,3.490817,0.320285,0.21875,6.758966,102.563438,0.11821,23246,36.636883,8.772933,4.15625,0.847334,55.487644,106.374138,21874
5,0.974074,267.528473,0.327418,0.96646,0.129328,1578,0.953456,1620,0.175076,0.587546,0.927388,0.656001,1.88756,1.949812,95.542412,3.086411,0.327892,0.16566,5.889355,113.665062,0.128699,26878,34.290192,9.476419,3.531146,0.822352,64.755554,96.450935,25627
5,1.145558,295.940063,0.324889,0.960268,0.090547,1818,0.942944,1587,0.215429,0.602896,0.911252,0.636821,2.28392,2.02776,91.204094,4.084125,0.328047,0.152561,7.051898,111.935646,0.126015,25256,36.413788,11.370978,4.633706,0.632803,59.058659,118.635445,23815
5,1.0176,279.206268,0.32506,0.968773,0.114471,1908,0.962361,1875,0.161437,0.657976,0.931927,0.591261,2.124722,2.206697,93.248558,2.599405,0.325622,0.112917,5.240794,128.900513,0.123171,34459,32.281033,9.466627,3.685436,0.802809,79.007439,106.758987,33162
5,0.761965,477.698029,0.325029,0.92686,0.1281,1815,0.895708,2382,0.420795,0.666316,0.832733,0.571357,2.021158,2.210949,92.299522,10.997183,0.323505,0.107409,16.224731,130.03566,0.083034,37491,56.1236,12.03651,12.546728,0.818828,81.431961,110.562927,33581
5,0.691729,478.361023,0.320871,0.925376,0.117543,1932,0.892279,2793,0.429243,0.654494,0.830556,0.597561,2.090909,2.180774,90.313362,11.147587,0.322974,0.115616,15.788228,123.834793,0.063033,39129,54.60738,11.754579,12.18924,0.879933,77.288742,96.310394,34914
5,0.440324,502.114563,0.325034,0.856414,0.101401,2280,0.736261,5178,0.870289,0.538403,0.633065,0.698268,2.039356,1.755866,90.240158,26.476332,0.30939,0.209352,37.558735,97.155106,0.026703,56973,76.999329,5.906392,26.695816,0.828466,57.892426,79.529709,41947
5,0.380195,607.079163,0.329047,0.890259,0.110693,2223,0.801451,5847,0.667349,0.551711,0.723281,0.664229,1.974245,1.894633,91.014145,19.715767,0.298826,0.197115,26.745831,100.621094,0.019964,54314,67.531876,7.953485,20.068239,0.659505,61.842533,72.295876,43530
5,0.836265,290.396759,0.325958,0.959806,0.124577,1854,0.947003,2217,0.214526,0.631669,0.912085,0.645932,1.993548,1.967245,84.701866,3.718848,0.324671,0.132457,6.535666,110.4468,0.091997,35983,34.255978,5.979109,4.663664,0.8586,64.947853,85.435814,34076
5,1.628483,145.427307,0.317268,0.946751,0.038943,3156,0.909833,1938,0.309309,0.582396,0.868049,0.669647,3.415584,1.847106,81.582077,2.912717,0.328368,0.168466,10.011868,95.958847,0.11351,33926,40.511196,5.019736,6.394245,0.672723,55.905907,63.298687,30867
5,1.271147,159.888672,0.315875,0.952973,0.044063,3291,0.918784,2589,0.260936,0.528118,0.889973,0.703735,3.064246,1.728282,88.589043,2.504325,0.313179,0.216915,8.641301,93.366165,0.077491,41334,39.202515,3.865791,5.548408,0.822874,56.213657,63.336151,37977
5,0.963753,235.77771,0.317674,0.931993,0.052408,2712,0.87271,2814,0.400837,0.514803,0.837093,0.735425,2.767347,1.600996,87.885124,5.677615,0.318872,0.23066,13.925886,90.211922,0.055778,35148,48.981297,2.882149,9.692434,0.633609,51.301086,53.959511,30674
5,1.101322,268.489197,0.318309,0.929726,0.046177,3000,0.890708,2724,0.39353,0.586186,0.838734,0.672084,3.151261,1.869461,88.040794,5.040944,0.321748,0.165214,13.176625,104.347298,0.062881,37130,47.410305,4.540793,9.45428,0.719581,62.155499,73.999702,33072
5,1.011511,194.335556,0.321784,0.936918,0.086427,2109,0.896466,2085,0.364745,0.579606,0.853446,0.711345,2.292391,1.750493,87.076225,4.710301,0.323963,0.173076,11.95737,101.746567,0.098641,34124,45.026558,2.557078,8.132174,0.544863,55.446995,41.734322,30591
5,0.850141,273.661011,0.312539,0.956604,0.083753,2706,0.929599,3183,0.244247,0.562739,0.900247,0.639731,2.297114,1.944592,92.992523,4.44275,0.313474,0.186766,8.360431,105.257309,0.065116,52499,39.690025,11.819439,6.023984,0.861511,71.508949,86.854179,48803
5,1.00312,231.265396,0.327713,0.964513,0.120897,1929,0.95663,1923,0.184776,0.665162,0.924062,0.623856,2.078664,2.079872,86.21685,2.827127,0.328869,0.10922,5.733668,121.0233,0.127168,37422,32.561413,6.599238,3.942419,0.843942,70.93837,76.926056,35799
5,0.948161,278.23999,0.328494,0.961504,0.131197,1701,0.950176,1794,0.203676,0.635851,0.917536,0.614209,1.950688,2.084897,90.048561,3.401406,0.328712,0.128606,6.370717,118.517937,0.124132,31792,34.405643,8.564831,4.510672,0.77495,71.070496,87.50016,30208
