9.465649999999999897e-01,2.960234379999999987e+02,3.246939999999999826e-01,9.621370000000000200e-01,1.241460000000000063e-01,1.488000000000000000e+03,9.409790000000000099e-01,1.572000000000000000e+03,1.964339999999999975e-01,5.258169999999999789e-01,9.168169999999999931e-01,6.782230000000000203e-01,1.823528999999999956e+00,1.833374000000000059e+00,9.772281599999999457e+01,3.490816999999999837e+00,3.202849999999999864e-01,2.187500000000000000e-01,6.758966000000000030e+00,1.025634380000000050e+02,1.182099999999999956e-01,2.324600000000000000e+04,3.663688299999999742e+01,8.772933000000000092e+00,4.156250000000000000e+00,8.473340000000000316e-01,5.548764400000000308e+01,1.063741380000000021e+02,2.187400000000000000e+04
6.879929999999999657e-01,4.675062560000000076e+02,3.233590000000000075e-01,8.707449999999999912e-01,9.784800000000000442e-02,2.355000000000000000e+03,7.323169999999999957e-01,3.423000000000000000e+03,8.116809999999999858e-01,4.955820000000000225e-01,6.578439999999999843e-01,6.534320000000000128e-01,1.992385999999999990e+00,1.855367999999999906e+00,1.060040130000000005e+02,2.934177999999999997e+01,3.269139999999999824e-01,2.496120000000000005e-01,4.036198799999999665e+01,1.048968959999999981e+02,6.324399999999999467e-02,5.896900000000000000e+04,8.596471400000000074e+01,1.071702400000000033e+01,3.405988299999999924e+01,5.023659999999999792e-01,7.213043999999999301e+01,1.170977479999999957e+02,4.318400000000000000e+04
1.042856999999999923e+00,2.185009000000000015e+02,3.293550000000000089e-01,9.773650000000000393e-01,1.172630000000000061e-01,1.752000000000000000e+03,9.778769999999999962e-01,1.680000000000000000e+03,1.008219999999999950e-01,6.498699999999999477e-01,9.523449999999999971e-01,6.057630000000000514e-01,2.085713999999999846e+00,2.114847000000000143e+00,8.399100500000000125e+01,1.259195000000000064e+00,3.300429999999999753e-01,1.180829999999999935e-01,2.650526999999999855e+00,1.139979320000000058e+02,1.304140000000000021e-01,2.929100000000000000e+04,2.175613200000000091e+01,1.000192799999999949e+01,1.825682999999999945e+00,7.087670000000000359e-01,6.898266599999999471e+01,1.004058380000000028e+02,2.864300000000000000e+04
6.950530000000000319e-01,3.632059629999999970e+02,3.125510000000000232e-01,8.344930000000000403e-01,9.763900000000000357e-02,2.571000000000000000e+03,6.524680000000000479e-01,3.699000000000000000e+03,1.053291999999999895e+00,4.725929999999999853e-01,5.494149999999999867e-01,6.833580000000000210e-01,1.947726999999999986e+00,1.746175000000000033e+00,9.740417499999999507e+01,3.646695299999999662e+01,3.269529999999999936e-01,2.738450000000000051e-01,5.194203900000000118e+01,9.205213200000000029e+01,7.229299999999999615e-02,7.871500000000000000e+04,8.990167999999999893e+01,1.077561599999999942e+01,4.307402799999999843e+01,5.017300000000000093e-01,6.088725300000000118e+01,8.591313200000000450e+01,5.135900000000000000e+04
4.067689999999999917e-01,6.274106450000000450e+02,3.296459999999999946e-01,8.584150000000000391e-01,1.295000000000000040e-01,1.911000000000000000e+03,7.515830000000000011e-01,4.698000000000000000e+03,8.406019999999999603e-01,5.319139999999999979e-01,6.656509999999999927e-01,7.089119999999999866e-01,1.796052999999999900e+00,1.718874999999999931e+00,9.932909399999999778e+01,2.535427999999999926e+01,3.251260000000000261e-01,2.155459999999999876e-01,3.628879899999999736e+01,1.057219999999999942e+02,2.850899999999999962e-02,5.007300000000000000e+04,7.881632199999999955e+01,4.617664000000000435e+00,3.050326499999999896e+01,8.907549999999999635e-01,5.930973099999999931e+01,7.080621299999999962e+01,3.763400000000000000e+04
4.929720000000000213e-01,5.584706419999999980e+02,3.137820000000000054e-01,8.247980000000000311e-01,7.598599999999999799e-02,2.841000000000000000e+03,6.850500000000000478e-01,5.763000000000000000e+03,1.097466000000000053e+00,5.554230000000000000e-01,5.395520000000000316e-01,6.360320000000000418e-01,2.395446999999999882e+00,2.020801000000000069e+00,9.622573099999999613e+01,3.785102799999999945e+01,3.090169999999999861e-01,1.930669999999999886e-01,5.151576200000000227e+01,1.072994309999999984e+02,2.695600000000000079e-02,7.124300000000000000e+04,8.867416400000000465e+01,9.517924000000000717e+00,4.385891699999999815e+01,5.284900000000000153e-01,6.551566300000000354e+01,9.752402499999999463e+01,4.880500000000000000e+04
1.000626999999999933e+00,4.297023009999999772e+02,2.738889999999999936e-01,7.975550000000000139e-01,1.574400000000000105e-02,4.785000000000000000e+03,5.666710000000000358e-01,4.782000000000000000e+03,1.185297000000000045e+00,3.435610000000000053e-01,5.230860000000000509e-01,7.798939999999999761e-01,4.139273000000000202e+00,1.265951999999999966e+00,6.670765699999999754e+01,2.633308200000000099e+01,2.995829999999999882e-01,4.209450000000000136e-01,4.638703499999999735e+01,4.797483799999999832e+01,2.781799999999999898e-02,5.062200000000000000e+04,7.826027700000000209e+01,1.055799099999999946e+01,3.651314899999999852e+01,2.738149999999999751e-01,2.524643100000000118e+01,7.904391499999999837e+01,2.868600000000000000e+04
2.581576000000000093e+00,3.153894040000000132e+02,2.422670000000000101e-01,7.774499999999999744e-01,6.117000000000000041e-03,6.978000000000000000e+03,5.303419999999999801e-01,2.703000000000000000e+03,1.304548999999999959e+00,3.326319999999999832e-01,4.736130000000000062e-01,7.866279999999999939e-01,6.533707999999999849e+00,1.230934999999999890e+00,5.395238499999999959e+01,2.260126700000000000e+01,3.180259999999999754e-01,4.286630000000000162e-01,4.443619199999999836e+01,3.761434599999999762e+01,7.686500000000000277e-02,4.469000000000000000e+04,6.980732700000000079e+01,8.621966000000000463e+00,3.456832500000000152e+01,3.109799999999999787e-01,1.959534299999999973e+01,9.037220800000000054e+01,2.370100000000000000e+04
7.672320000000000251e-01,5.074353330000000142e+02,3.216280000000000250e-01,8.501560000000000228e-01,8.470999999999999364e-02,2.037000000000000000e+03,7.470489999999999631e-01,2.655000000000000000e+03,8.810860000000000358e-01,5.403459999999999930e-01,6.494900000000000118e-01,6.871019999999999905e-01,2.223799000000000081e+00,1.761902999999999997e+00,8.714269299999999419e+01,2.234314699999999831e+01,3.152400000000000202e-01,2.052049999999999985e-01,3.554005399999999781e+01,9.392005899999999485e+01,6.674800000000000177e-02,3.744200000000000000e+04,7.587411500000000331e+01,6.648545999999999623e+00,2.752850300000000061e+01,3.877340000000000231e-01,4.755244100000000174e+01,8.325582900000000564e+01,2.797100000000000000e+04
9.578950000000000520e-01,2.780289920000000166e+02,3.273209999999999731e-01,9.647430000000000172e-01,1.318209999999999937e-01,1.638000000000000000e+03,9.474839999999999929e-01,1.710000000000000000e+03,1.866400000000000003e-01,5.637790000000000301e-01,9.226900000000000102e-01,6.425729999999999498e-01,1.832214999999999927e+00,1.940798999999999941e+00,9.223761000000000365e+01,3.393454000000000192e+00,3.259589999999999987e-01,1.853750000000000120e-01,6.034393999999999814e+00,1.045738979999999998e+02,1.276579999999999937e-01,2.970500000000000000e+04,3.362242499999999978e+01,1.143814399999999942e+01,4.602240000000000109e+00,7.811759999999999815e-01,6.918147999999999342e+01,1.019816820000000064e+02,2.814500000000000000e+04
