1.000000000000000000e+00,1.041957999999999940e+00,4.119896850000000086e+02,2.955740000000000034e-01,9.102930000000000188e-01,5.618299999999999683e-02,2.235000000000000000e+03,7.885950000000000459e-01,2.145000000000000000e+03,5.320829999999999727e-01,3.912240000000000162e-01,7.858760000000000190e-01,7.328209999999999447e-01,2.337866000000000000e+00,1.517679000000000000e+00,1.041624599999999958e+02,3.161530000000000173e-01,3.635829999999999895e-01,7.734800000000000009e-02,2.832000000000000000e+04,6.783069600000000321e+01,7.509439999999999449e-01,1.255402679999999975e+02,2.233300000000000000e+04
1.000000000000000000e+00,8.675079999999999458e-01,4.238074649999999792e+02,2.762640000000000096e-01,8.190629999999999855e-01,2.291299999999999934e-02,4.125000000000000000e+03,6.349380000000000024e-01,4.755000000000000000e+03,1.053555000000000019e+00,3.930400000000000005e-01,5.773660000000000458e-01,7.443769999999999554e-01,3.669929000000000219e+00,1.428150000000000031e+00,6.340160800000000307e+01,3.062400000000000122e-01,3.591309999999999780e-01,2.715700000000000058e-02,4.886300000000000000e+04,7.149807699999999500e+01,7.081910000000000149e-01,7.153192900000000520e+01,3.102500000000000000e+04
1.000000000000000000e+00,2.514205000000000023e+00,3.735161439999999970e+02,2.746790000000000065e-01,8.254000000000000226e-01,7.296000000000000402e-03,7.965000000000000000e+03,6.803730000000000055e-01,3.168000000000000000e+03,1.002721999999999891e+00,4.461999999999999855e-01,5.991640000000000299e-01,7.038769999999999749e-01,6.926086999999999883e+00,1.648433999999999955e+00,6.515661599999999964e+01,3.144060000000000188e-01,2.931159999999999877e-01,6.778299999999999603e-02,5.413500000000000000e+04,6.906605500000000575e+01,7.534619999999999651e-01,1.270774310000000042e+02,3.683200000000000000e+04
1.000000000000000000e+00,2.064884999999999859e+00,4.111837459999999851e+02,2.632789999999999853e-01,8.154289999999999594e-01,6.674000000000000245e-03,8.115000000000000000e+03,6.800180000000000113e-01,3.930000000000000000e+03,1.047981000000000051e+00,4.693680000000000074e-01,5.779870000000000285e-01,6.951370000000000049e-01,7.431319000000000230e+00,1.662973000000000035e+00,6.608478499999999656e+01,3.088949999999999751e-01,2.672109999999999763e-01,4.184600000000000125e-02,5.143100000000000000e+04,6.633537300000000414e+01,5.756430000000000158e-01,1.269545209999999997e+02,3.497400000000000000e+04
1.000000000000000000e+00,2.439204000000000150e+00,4.497075810000000047e+02,2.281090000000000062e-01,7.582830000000000403e-01,4.055999999999999710e-03,9.930000000000000000e+03,5.516119999999999912e-01,4.071000000000000000e+03,1.334460999999999897e+00,3.576500000000000234e-01,4.754959999999999742e-01,7.582860000000000156e-01,8.316582999999999615e+00,1.343836000000000030e+00,6.680817399999999395e+01,3.160209999999999964e-01,3.942410000000000081e-01,4.375099999999999822e-02,5.770000000000000000e+04,7.692163800000000151e+01,8.367729999999999890e-01,1.474996490000000051e+02,3.182800000000000000e+04
1.000000000000000000e+00,2.581576000000000093e+00,3.153894040000000132e+02,2.422670000000000101e-01,7.774499999999999744e-01,6.117000000000000041e-03,6.978000000000000000e+03,5.303419999999999801e-01,2.703000000000000000e+03,1.304548999999999959e+00,3.326319999999999832e-01,4.736130000000000062e-01,7.866279999999999939e-01,6.533707999999999849e+00,1.230934999999999890e+00,5.395238499999999959e+01,3.180259999999999754e-01,4.286630000000000162e-01,7.686500000000000277e-02,4.469000000000000000e+04,6.980732700000000079e+01,3.109799999999999787e-01,9.037220800000000054e+01,2.370100000000000000e+04
1.000000000000000000e+00,1.166911000000000032e+00,4.810516359999999736e+02,2.421379999999999921e-01,7.652149999999999785e-01,7.803000000000000040e-03,7.173000000000000000e+03,5.229150000000000187e-01,6.147000000000000000e+03,1.349631999999999943e+00,3.306419999999999915e-01,4.642510000000000248e-01,7.793050000000000255e-01,5.766077000000000119e+00,1.261649000000000020e+00,6.348834200000000294e+01,2.967659999999999743e-01,4.348279999999999923e-01,2.031799999999999926e-02,6.109400000000000000e+04,7.974221799999999405e+01,6.536110000000000531e-01,9.933861500000000433e+01,3.194700000000000000e+04
1.000000000000000000e+00,1.000626999999999933e+00,4.297023009999999772e+02,2.738889999999999936e-01,7.975550000000000139e-01,1.574400000000000105e-02,4.785000000000000000e+03,5.666710000000000358e-01,4.782000000000000000e+03,1.185297000000000045e+00,3.435610000000000053e-01,5.230860000000000509e-01,7.798939999999999761e-01,4.139273000000000202e+00,1.265951999999999966e+00,6.670765699999999754e+01,2.995829999999999882e-01,4.209450000000000136e-01,2.781799999999999898e-02,5.062200000000000000e+04,7.826027700000000209e+01,2.738149999999999751e-01,7.904391499999999837e+01,2.868600000000000000e+04
1.000000000000000000e+00,1.757781999999999956e+00,3.857257389999999759e+02,2.682390000000000052e-01,7.975529999999999564e-01,1.203500000000000056e-02,5.421000000000000000e+03,6.305730000000000501e-01,3.084000000000000000e+03,1.174511000000000083e+00,4.382590000000000097e-01,5.277669999999999861e-01,7.130079999999999751e-01,5.346154000000000295e+00,1.593337999999999921e+00,6.006148100000000056e+01,3.145060000000000078e-01,3.028629999999999933e-01,5.897199999999999664e-02,4.463400000000000000e+04,7.143188499999999408e+01,3.601960000000000162e-01,9.939392100000000596e+01,2.814500000000000000e+04
1.000000000000000000e+00,1.874551999999999996e+00,3.431124879999999848e+02,2.727510000000000212e-01,7.827070000000000416e-01,8.498999999999999611e-03,6.276000000000000000e+03,5.403449999999999642e-01,3.348000000000000000e+03,1.291074999999999973e+00,3.480719999999999925e-01,4.733789999999999942e-01,7.770350000000000312e-01,5.664259999999999629e+00,1.288086999999999982e+00,5.865355300000000227e+01,3.170810000000000017e-01,4.105989999999999918e-01,5.526999999999999968e-02,4.930000000000000000e+04,7.457930000000000348e+01,7.297190000000000065e-01,9.839794899999999700e+01,2.663900000000000000e+04
1.000000000000000000e+00,1.423712000000000089e+00,5.258322749999999814e+02,2.535470000000000224e-01,7.828310000000000546e-01,4.290000000000000410e-03,1.268100000000000000e+04,6.404050000000000020e-01,8.907000000000000000e+03,1.215460999999999903e+00,4.573090000000000210e-01,5.224689999999999612e-01,6.963120000000000420e-01,9.149350999999999345e+00,1.658149000000000095e+00,6.803319500000000630e+01,3.009260000000000268e-01,2.806679999999999731e-01,1.357900000000000079e-02,8.572700000000000000e+04,7.389714800000000139e+01,5.978970000000000118e-01,1.324839939999999956e+02,5.490000000000000000e+04
1.000000000000000000e+00,1.873950000000000005e+00,3.282634889999999928e+02,2.708900000000000197e-01,8.288529999999999509e-01,1.289500000000000021e-02,6.021000000000000000e+03,6.870439999999999880e-01,3.213000000000000000e+03,1.002750999999999948e+00,4.694840000000000124e-01,5.956730000000000080e-01,7.049999999999999600e-01,5.347247000000000305e+00,1.641758999999999968e+00,6.032285699999999906e+01,3.086030000000000162e-01,2.711819999999999786e-01,6.590899999999999537e-02,5.414500000000000000e+04,6.557711000000000467e+01,7.833900000000000308e-01,8.427530699999999797e+01,3.720000000000000000e+04
1.000000000000000000e+00,1.591574999999999962e+00,3.270843810000000076e+02,2.683329999999999882e-01,8.415460000000000163e-01,1.629999999999999852e-02,5.214000000000000000e+03,7.091600000000000126e-01,3.276000000000000000e+03,9.268039999999999612e-01,4.665099999999999802e-01,6.317390000000000505e-01,6.928600000000000314e-01,4.740000000000000213e+00,1.674299999999999899e+00,6.224017700000000275e+01,3.143489999999999895e-01,2.745569999999999955e-01,5.822299999999999698e-02,4.972500000000000000e+04,6.423321500000000128e+01,8.101340000000000208e-01,8.286160999999999888e+01,3.526300000000000000e+04
