KIperKP,KontrasP,Solidity_Inti,HomogenitasP,Circularity_Inti,Keliling_Inti,LIperLP,KelilingP,EntropiP,LuasNormal_P,EnergiP,Homogenitas_Inti,KelilingNormal_I,Entropi_Inti,Granularity_Inti,RerataGP,SolidityP,Energi_Inti,RerataRP,RerataR_Inti,CircularityP,LuasP,GranularityP,RerataG_Inti,RerataBP,Eccentricity,RerataB_Inti,Kontras_Inti,Luas_Inti
3,27971,2037,0.321628,87.142693,0.08471,93.920059,6.648546,47.552441,1.761903,0.205205,83.255829,0.687102,37442,2655,0.31524,75.874115,0.066748,35.540054,22.343147,27.528503,0.881086,0.64949,507.435333,0.850156,0.540346,2.223799,0.387734,0.747049.0.767232
4,34446,1986,0.324231,105.747704,0.109746,90.343224,18.000454,70.200874,1.702211,0.32834,155.213165,0.699962,51096,7371,0.315805,90.171852,0.011818,45.294708,38.167599,39.755711,0.8771,0.612431,1139.956055,0.868031,0.422661,1.739054,0.621534,0.674143.0.269434
4,40094,2238,0.323365,107.991264,0.100593,100.768921,22.906651,84.935066,1.862272,0.280112,170.199951,0.661753,52925,7470,0.312314,79.704079,0.011919,32.886246,28.747925,30.537148,0.670937,0.702585,1130.660034,0.896637,0.466155,1.906303,0.783162,0.757563.0.299598
4,37051,5607,0.260012,89.644875,0.01481,71.511719,31.359249,54.117634,1.501628,0.362438,258.893585,0.736669,50742,7503,0.295137,72.625443,0.011327,29.720791,23.914509,26.765888,0.712085,0.705893,973.26947,0.879558,0.389846,4.536408,0.67701,0.730184.0.747301
4,47121,3975,0.295594,86.055237,0.037476,66.380684,23.831877,48.521122,1.463614,0.386819,119.523422,0.752643,87684,12426,0.286504,94.342804,0.007136,64.813118,54.878662,60.581924,1.266251,0.443587,820.732544,0.795489,0.374092,2.799296,0.759848,0.537396.0.319894
4,38332,3375,0.287797,80.469864,0.042289,53.400352,16.265465,35.630993,1.245784,0.47497,120.898399,0.790654,67428,11922,0.25507,87.691109,0.005961,48.152519,41.491295,45.340366,0.960357,0.569681,879.654663,0.852035,0.306749,2.386846,0.50523,0.568488.0.28309
4,30701,1944,0.312669,99.531052,0.102087,70.993034,12.889251,56.36113,1.393899,0.434052,123.714516,0.761315,55206,12507,0.299419,99.913284,0.004435,59.884674,53.300407,56.207062,1.055017,0.508432,1590.760376,0.845476,0.337782,1.61194,0.460195,0.556117.0.155433
4,33049,1974,0.314887,63.525322,0.10658,50.864773,12.918459,29.5415,1.49303,0.362074,59.893589,0.740025,39920,5694,0.301369,52.596073,0.015473,15.32116,13.617737,14.0485,0.438086,0.823877,653.877441,0.932805,0.394794,1.692967,0.413638,0.827881.0.346681
4,22332,1764,0.31153,55.272877,0.090186,36.399841,8.675917,17.621675,1.196978,0.47273,61.709286,0.79746,34830,5673,0.299737,70.381721,0.0136,31.733931,27.430025,28.711655,0.783106,0.665243,678.209106,0.876756,0.308619,1.639405,0.475577,0.641171.0.310947
4,35618,2592,0.304685,66.480644,0.066621,56.421249,12.821046,31.740242,1.599433,0.324954,88.724365,0.723158,60906,10656,0.274203,82.458328,0.00674,53.483372,44.770653,50.033264,1.292815,0.467708,837.626953,0.791226,0.425442,2.238342,0.62307,0.584803.0.243243
4,25826,2919,0.301963,70.239037,0.038089,44.536449,16.187351,26.5781,1.155193,0.500144,100.004021,0.809649,56253,17193,0.248387,103.930191,0.002391,72.662277,70.872803,66.885391,1.263854,0.406248,1860.824707,0.818936,0.288369,2.4325,0.698431,0.459104.0.169778
4,38926,5586,0.289893,63.005486,0.015676,44.601662,13.181559,23.907475,1.321062,0.429337,138.938568,0.780411,106129,14508,0.311105,93.705009,0.006336,109.042282,96.813339,94.491776,2.166895,0.161421,864.035217,0.653918,0.338281,4.101322,0.330824,0.36678.0.385029
4,21003,1668,0.303087,56.942928,0.094863,52.943626,16.300438,22.465923,1.656006,0.270847,81.539032,0.705138,39366,7674,0.302958,105.46479,0.0084,85.536018,84.686111,77.540756,1.490215,0.325132,1319.26001,0.778453,0.47398,1.971631,0.531095,0.533531.0.217357
5,44015,2271,0.328453,85.785011,0.107245,89.362854,8.959669,51.496754,1.824027,0.22467,55.327209,0.667397,51252,3324,0.329,49.90202,0.058291,15.250966,10.313364,11.883062,0.448103,0.823833,263.978943,0.926394,0.521641,1.954389,0.913071,0.858796.0.683213
5,37634,1911,0.329646,99.329094,0.1295,105.722,4.617664,59.309731,1.718875,0.215546,70.806213,0.708912,50073,4698,0.325126,78.816322,0.028509,36.288799,25.35428,30.503265,0.840602,0.665651,627.410645,0.858415,0.531914,1.796053,0.890755,0.751583.0.406769
5,40912,2115,0.329325,103.057236,0.114932,97.230316,8.37551,65.546135,1.738842,0.274819,86.059921,0.694925,64179,5061,0.325215,94.071281,0.031487,56.772869,42.872906,49.560093,1.128912,0.524314,531.534729,0.822454,0.471717,1.795416,0.887323,0.637467.0.417902
5,41935,2061,0.329328,101.65683,0.12406,111.270119,8.015314,69.672089,1.882535,0.201942,93.03257,0.678048,53780,4098,0.326902,76.418549,0.040243,32.5737,23.186693,27.926138,0.73687,0.701352,540.908875,0.880437,0.546562,1.860108,0.86662,0.779751.0.502928
5,51278,2376,0.327665,100.480476,0.114143,119.360893,7.536599,73.432175,1.951941,0.168219,83.859688,0.65859,64492,4221,0.327299,75.929527,0.045487,31.932652,22.546459,26.222645,0.7307,0.70758,491.800354,0.880273,0.585927,2.006757,0.921609,0.795106.0.5629
5,52381,2544,0.327371,99.533249,0.101707,127.864014,14.167119,87.660645,2.193614,0.137913,103.704414,0.584287,68596,4401,0.311449,83.610695,0.044505,40.775761,29.395203,34.975975,0.879954,0.638667,480.039032,0.859189,0.623583,2.193104,0.745725,0.763616.0.57805
5,26609,2304,0.322733,85.527496,0.06299,93.561073,8.923091,42.85693,1.834486,0.197857,108.364647,0.691294,32410,2574,0.314911,61.020954,0.061471,22.178137,14.686476,16.059633,0.617246,0.755953,422.12262,0.895124,0.547916,2.612245,0.76311,0.821012.0.895105
5,24340,2127,0.316223,83.566757,0.067608,80.484917,5.736257,35.765648,1.578399,0.258847,92.390121,0.750285,34210,2946,0.295653,76.602516,0.049533,37.701721,24.951765,28.424578,0.94227,0.625717,537.461792,0.839755,0.485334,2.373884,0.847561,0.711488.0.721996
5,24398,1575,0.325619,82.135689,0.123596,96.850784,4.141969,36.855679,1.701977,0.168579,72.393784,0.725049,31887,3789,0.29571,71.19249,0.027911,33.039146,24.584246,27.796947,0.864943,0.652522,651.145325,0.851018,0.585589,1.925428,0.617095,0.765139.0.415677
5,26219,2457,0.319374,75.41481,0.054578,74.684448,0.967088,30.105268,1.482916,0.242189,23.599844,0.787572,31077,2526,0.312753,49.107742,0.061204,15.652874,3.882893,5.934425,0.462095,0.802184,105.798981,0.919526,0.50228,2.688184,0.907688,0.843679.0.972684
5,23057,3639,0.300245,82.67057,0.02188,70.346619,1.554041,29.767107,1.307542,0.323458,44.057579,0.791864,30505,2487,0.311253,65.10733,0.061977,25.826334,7.194741,13.548745,0.668819,0.721366,222.504288,0.886444,0.422522,3.879531,0.631917,0.755843.1.463209
5,23964,1770,0.318997,84.697952,0.096122,104.352043,8.703552,51.882004,1.959369,0.149336,82.061691,0.639128,25860,1764,0.321534,40.726871,0.104434,9.116756,3.75955,5.32703,0.270332,0.886646,233.915665,0.95149,0.606668,2.223618,0.666933,0.926682.1.003401
5,23342,2247,0.304229,84.529617,0.058095,96.388672,7.957882,46.02084,1.874113,0.177651,88.525902,0.66155,25419,2319,0.29941,41.470158,0.059397,9.562799,3.813648,5.731515,0.287798,0.87775,250.787766,0.945871,0.570918,2.767241,0.682826,0.918289.0.968952
5,21365,1812,0.318785,82.001007,0.08177,85.49379,7.625105,42.290943,1.766507,0.217119,82.102638,0.689512,23116,1986,0.308127,37.513676,0.073649,7.944901,3.14159,4.988024,0.25073,0.892595,233.066849,0.951555,0.526465,2.248139,0.584377,0.924252.0.912387
5,27013,2430,0.323107,76.592773,0.057487,85.643143,22.096815,49.802486,1.986281,0.183808,172.201614,0.664086,27936,1854,0.326313,25.487539,0.10213,3.466128,2.021767,2.39828,0.129966,0.943203,303.44339,0.97483,0.563757,2.761364,0.560474,0.96696.1.31068
5,32231,2115,0.323751,79.863327,0.090545,96.150375,15.558694,53.505192,2.044901,0.157147,131.354233,0.648392,33244,1872,0.324851,25.600904,0.11921,3.516709,2.06817,2.305523,0.126941,0.946512,287.741821,0.975738,0.597712,2.274194,0.741241,0.969528.1.129808
5,18785,1458,0.327014,79.134529,0.111047,92.661446,12.57194,40.328838,1.953036,0.166268,123.666962,0.646841,19253,1365,0.327566,21.600203,0.12985,2.622703,1.608409,1.4763,0.10697,0.952309,274.074982,0.977023,0.58502,2.030641,0.672315,0.975692.1.068132
5,21873,1470,0.323685,84.862045,0.127199,91.895844,7.42005,43.529728,1.776092,0.20261,97.241669,0.703242,22577,1473,0.324103,24.788315,0.130759,3.306169,1.592861,2.027413,0.116064,0.947561,223.813278,0.975827,0.544104,1.832918,0.706708,0.968818.0.997963
5,27453,1773,0.317126,87.862778,0.109744,91.053886,5.623927,37.85437,1.638346,0.224931,81.066048,0.74218,28503,1866,0.318451,26.332619,0.102867,3.743279,1.863105,2.128503,0.127397,0.94387,201.837448,0.974464,0.521246,1.931373,0.679402,0.963162.0.950161
5,17420,1338,0.327321,79.181602,0.122277,93.891258,12.017747,42.377312,1.985378,0.162884,142.67981,0.647729,18040,1323,0.327666,26.313389,0.129517,3.833046,2.548187,2.244668,0.141799,0.938154,335.649506,0.97055,0.588852,1.944767,0.922293,0.965632.1.011338
5,20281,1407,0.325831,82.74514,0.128739,85.258293,7.542816,39.679184,1.689753,0.22739,84.400185,0.710549,20933,1431,0.326364,22.568485,0.128458,2.932199,1.629901,1.610004,0.113968,0.949387,205.282501,0.975983,0.517333,1.776515,0.753507,0.968853.0.983229
5,38943,2151,0.325102,87.20652,0.105769,89.01236,12.216198,56.070034,1.77851,0.235112,57.221275,0.679306,40324,2493,0.325306,24.683813,0.081532,3.35159,1.737112,2.110641,0.112244,0.952773,142.204605,0.980094,0.5116,1.900177,0.43649,0.965752.0.862816
5,17616,1353,0.322266,80.410889,0.120927,98.365051,5.935664,42.771282,1.826274,0.153604,84.893921,0.692578,18196,1473,0.32247,24.599598,0.105385,3.492287,1.68793,2.016931,0.130926,0.939176,219.370605,0.971566,0.602524,1.97807,0.941672,0.968125.0.918534
5,24379,1560,0.325953,78.543388,0.125886,93.025017,11.122537,53.392292,1.932698,0.166365,81.537979,0.639501,25137,1596,0.326247,22.293194,0.12401,3.013962,1.472268,2.083245,0.121532,0.946684,188.022263,0.975401,0.585865,1.911765,0.869631,0.969845.0.977444
5,28643,1752,0.329355,83.991005,0.117263,113.997932,10.001928,68.982666,2.114847,0.118083,100.405838,0.605763,29291,1680,0.330043,21.756132,0.130414,2.650527,1.259195,1.825683,0.100822,0.952345,218.5009,0.977365,0.64987,2.085714,0.708767,0.977877.1.042857
5,26880,1722,0.322013,84.408073,0.113913,101.952515,9.299154,57.698696,1.968002,0.158842,95.958824,0.642894,27788,1755,0.3179,25.719772,0.113374,3.679785,1.874098,2.319639,0.130953,0.942256,224.019928,0.973454,0.595296,2.025882,0.72061,0.967324.0.981197
5,28772,1704,0.326469,81.417313,0.12452,99.974236,9.903763,60.454605,1.948761,0.153596,86.430702,0.640019,29869,1758,0.325924,26.525463,0.121449,4.064542,1.938076,2.763051,0.137836,0.937831,190.995529,0.972862,0.602732,1.949657,0.906769,0.963273.0.969283
5,28557,1689,0.32699,87.134872,0.125795,100.381569,9.82399,60.901413,1.917869,0.178447,95.023651,0.648425,30446,2109,0.325142,35.382221,0.086018,7.007568,4.189445,5.079826,0.222031,0.907095,308.117218,0.958793,0.571757,1.889262,0.610427,0.937956.0.800853
5,22772,1494,0.32641,83.947922,0.128206,91.499763,6.661261,48.788078,1.743678,0.20257,82.843185,0.696965,24361,1551,0.326998,33.855568,0.127257,6.723522,4.11371,4.59192,0.221998,0.908327,254.926514,0.959402,0.54468,1.826406,0.753847,0.934773.0.96325
5,28053,1701,0.326137,87.467552,0.121837,110.997131,9.705358,64.471382,2.046475,0.141264,99.546501,0.639335,29623,1740,0.326273,34.152641,0.122953,6.458003,3.712324,4.618871,0.205217,0.914558,280.812714,0.962387,0.618452,1.996479,0.836083,0.947001.0.977586
5,20288,1389,0.327141,90.085587,0.132143,100.54213,4.529099,50.581482,1.715092,0.192324,101.44239,0.70534,21366,1509,0.325428,31.811489,0.117911,5.54613,3.140036,4.035489,0.182599,0.922366,314.596588,0.963542,0.556415,1.813316,0.753145,0.949546.0.920477
5,25075,1587,0.322069,88.513504,0.125111,110.334251,9.594631,64.712219,2.024758,0.147628,101.719917,0.641476,26587,1695,0.322161,35.277843,0.116289,6.886987,3.961754,4.87517,0.216164,0.909558,299.587799,0.959963,0.609682,1.954433,0.838282,0.94313.0.936283
5,25146,1620,0.324368,79.821465,0.120406,102.852463,12.271824,60.738068,2.105639,0.135046,99.47612,0.622748,27200,1848,0.325297,40.014149,0.100086,8.907623,6.201619,6.867414,0.292596,0.881607,369.049591,0.948291,0.626457,2.009926,0.71674,0.924485.0.876623
5,16601,1281,0.329091,79.968826,0.127129,97.070313,8.176516,40.770561,1.88011,0.155638,94.317581,0.678604,17759,1329,0.329017,34.907391,0.126351,7.280628,4.378535,4.409596,0.243432,0.896488,289.111786,0.952594,0.598882,1.923423,0.803365,0.934794.0.963883
5,29893,1740,0.32852,84.405067,0.124074,110.837379,11.737496,67.043663,2.102218,0.129055,95.732254,0.608472,31890,1797,0.328726,36.783131,0.124099,7.73276,4.427886,5.530869,0.241331,0.900011,264.129944,0.95647,0.634873,2.004608,0.92066,0.937378.0.96828
5,26247,1596,0.325508,82.577667,0.129486,101.481598,7.93729,56.788128,1.925201,0.152829,86.457634,0.659364,27739,1653,0.324969,32.098572,0.127572,6.039383,3.394042,4.518105,0.200339,0.915949,242.238022,0.961734,0.603796,1.913669,0.842318,0.946213.0.965517
5,28145,1638,0.327321,92.23761,0.131821,104.573898,11.438144,69.18148,1.940799,0.185375,101.981682,0.642573,29705,1710,0.325959,33.622425,0.127658,6.034394,3.393454,4.60224,0.18664,0.92269,278.028992,0.964743,0.563779,1.832215,0.781176,0.947484.0.957895
5,26884,1626,0.325855,85.767593,0.12778,102.551468,11.339218,60.32233,1.989434,0.163156,92.38504,0.637593,28291,1677,0.327135,31.639406,0.126413,5.636649,3.226548,4.146311,0.186248,0.922817,256.842285,0.964645,0.590338,1.899533,0.912009,0.950267.0.969589
5,29734,1725,0.324059,101.269257,0.12557,122.073494,9.153716,75.075035,1.976336,0.161085,116.719475,0.637002,30234,1785,0.324427,21.422567,0.119242,2.149745,1.026201,1.386654,0.072195,0.966066,224.929352,0.983784,0.593351,1.925223,0.932025,0.983462.0.966387
5,30825,1842,0.326969,97.894928,0.114165,114.240143,13.890726,78.224716,2.031637,0.173111,123.447876,0.619769,31910,1839,0.325589,28.976643,0.11857,4.171859,2.162206,3.103314,0.130819,0.942824,300.757233,0.973937,0.577767,1.993507,0.694227,0.965998.1.001631
5,27735,1830,0.329437,103.110023,0.104072,99.696228,8.306499,64.144127,1.716551,0.25984,114.691544,0.692289,28992,1803,0.329503,31.855747,0.112072,4.903932,2.441796,3.408286,0.144833,0.939729,244.729889,0.972424,0.485064,1.91023,0.826055,0.956643.1.014975
5,23246,1524,0.327266,99.594414,0.125773,114.49778,8.789768,71.786087,1.928077,0.179066,115.527832,0.652572,24221,1548,0.327745,31.958038,0.127016,4.999976,2.430475,3.574899,0.152337,0.934521,306.612122,0.96946,0.570384,1.886139,0.821587,0.959746.0.984496
5,34538,2055,0.326804,101.488953,0.102774,113.119194,16.416008,79.448914,2.001867,0.192895,112.279274,0.634797,36577,2088,0.3271,37.879147,0.105428,6.96277,3.441503,5.019998,0.190593,0.920165,279.860321,0.96521,0.555202,2.059118,0.779991,0.944255.0.984195
5,28092,2259,0.281853,94.722122,0.069177,130.0578,17.803328,89.089226,2.240377,0.111974,123.13295,0.571302,29093,1701,0.325917,33.992092,0.126354,5.824137,2.801919,4.483671,0.173522,0.926328,299.014313,0.966439,0.659065,2.728261,0.82119,0.965593.1.328042
5,22351,1491,0.328585,96.725357,0.126343,108.484261,11.793193,63.858864,1.94699,0.189504,96.279366,0.650496,23456,1506,0.328653,33.592789,0.129961,5.658079,2.764606,3.63309,0.168558,0.928956,261.075195,0.967546,0.558524,1.859102,0.786538,0.952891.0.99004
5,33949,1896,0.3261,90.303566,0.118675,139.209335,15.575408,93.792725,2.339477,0.083441,114.775879,0.545102,35401,1926,0.326843,35.265091,0.119926,6.213906,3.006544,4.647409,0.179886,0.923688,284.565094,0.965866,0.705243,2.159453,0.929193,0.958984.0.984424
5,26293,1605,0.326406,98.245056,0.128263,116.506607,6.555964,67.187927,1.88798,0.167005,108.876099,0.665371,27494,1605,0.327766,33.763157,0.134121,5.59432,2.721795,3.749259,0.16709,0.928711,300.403625,0.966372,0.585655,1.892689,0.710024,0.956318.1
5,32943,1827,0.327938,88.693619,0.124021,124.613869,14.049045,75.489136,2.2513,0.107785,101.29657,0.579976,34575,1851,0.327908,35.093769,0.126812,6.465661,3.378924,4.209288,0.199306,0.91784,268.998718,0.962575,0.665434,2.052809,0.856885,0.952798.0.987034
5,25048,1758,0.325523,87.648514,0.101846,111.49324,11.496485,64.772133,2.070889,0.138897,126.448235,0.621361,26719,1635,0.326538,38.737522,0.125601,7.988166,4.793053,5.288894,0.245928,0.89945,337.040741,0.954187,0.620123,2.186567,0.891127,0.93746.1.075229
5,35055,2151,0.321219,96.395393,0.095209,118.680908,11.709446,78.218842,2.066045,0.152318,115.713966,0.614969,36895,2061,0.323888,35.764194,0.109149,6.461431,3.166469,4.83937,0.188024,0.920634,285.177185,0.965235,0.60372,2.231328,0.873351,0.950129.1.043668
5,25568,1602,0.326276,88.427338,0.125193,129.284241,9.548928,78.597244,2.190032,0.096248,126.519577,0.607135,26679,1656,0.326973,33.049721,0.122253,5.763081,2.994148,4.109481,0.184565,0.920057,335.458649,0.96256,0.683234,2.069767,0.873877,0.958357.0.967391
5,32077,1953,0.327303,93.071259,0.105682,120.461815,11.349506,72.242599,2.129619,0.133765,102.957901,0.609417,33783,1977,0.328299,36.207199,0.108616,6.721766,3.332178,4.39088,0.200561,0.916472,274.148376,0.962739,0.628074,2.160398,0.867394,0.949501.0.98786
5,30445,1854,0.324674,96.540955,0.111303,126.120285,13.339722,75.429817,2.19874,0.130447,112.174835,0.600979,32075,1821,0.325232,38.277061,0.12155,7.155752,3.524834,4.575498,0.199386,0.915942,287.663452,0.962478,0.632164,2.111617,0.877252,0.949182.1.018122
5,21874,1488,0.324694,97.722816,0.124146,102.563438,8.772933,55.487644,1.833374,0.21875,106.374138,0.678223,23246,1572,0.320285,36.636883,0.11821,6.758966,3.490817,4.15625,0.196434,0.916817,296.023438,0.962137,0.525817,1.823529,0.847334,0.940979.0.946565
5,25627,1578,0.327418,95.542412,0.129328,113.665062,9.476419,64.755554,1.949812,0.16566,96.450935,0.656001,26878,1620,0.327892,34.290192,0.128699,5.889355,3.086411,3.531146,0.175076,0.927388,267.528473,0.96646,0.587546,1.88756,0.822352,0.953456.0.974074
5,23815,1818,0.324889,91.204094,0.090547,111.935646,11.370978,59.058659,2.02776,0.152561,118.635445,0.636821,25256,1587,0.328047,36.413788,0.126015,7.051898,4.084125,4.633706,0.215429,0.911252,295.940063,0.960268,0.602896,2.28392,0.632803,0.942944.1.145558
5,33162,1908,0.32506,93.248558,0.114471,128.900513,9.466627,79.007439,2.206697,0.112917,106.758987,0.591261,34459,1875,0.325622,32.281033,0.123171,5.240794,2.599405,3.685436,0.161437,0.931927,279.206268,0.968773,0.657976,2.124722,0.802809,0.962361.1.0176
5,33581,1815,0.325029,92.299522,0.1281,130.03566,12.03651,81.431961,2.210949,0.107409,110.562927,0.571357,37491,2382,0.323505,56.1236,0.083034,16.224731,10.997183,12.546728,0.420795,0.832733,477.698029,0.92686,0.666316,2.021158,0.818828,0.895708.0.761965
5,34914,1932,0.320871,90.313362,0.117543,123.834793,11.754579,77.288742,2.180774,0.115616,96.310394,0.597561,39129,2793,0.322974,54.60738,0.063033,15.788228,11.147587,12.18924,0.429243,0.830556,478.361023,0.925376,0.654494,2.090909,0.879933,0.892279.0.691729
5,41947,2280,0.325034,90.240158,0.101401,97.155106,5.906392,57.892426,1.755866,0.209352,79.529709,0.698268,56973,5178,0.30939,76.999329,0.026703,37.558735,26.476332,26.695816,0.870289,0.633065,502.114563,0.856414,0.538403,2.039356,0.828466,0.736261.0.440324
5,43530,2223,0.329047,91.014145,0.110693,100.621094,7.953485,61.842533,1.894633,0.197115,72.295876,0.664229,54314,5847,0.298826,67.531876,0.019964,26.745831,19.715767,20.068239,0.667349,0.723281,607.079163,0.890259,0.551711,1.974245,0.659505,0.801451.0.380195
5,34076,1854,0.325958,84.701866,0.124577,110.4468,5.979109,64.947853,1.967245,0.132457,85.435814,0.645932,35983,2217,0.324671,34.255978,0.091997,6.535666,3.718848,4.663664,0.214526,0.912085,290.396759,0.959806,0.631669,1.993548,0.8586,0.947003.0.836265
5,30867,3156,0.317268,81.582077,0.038943,95.958847,5.019736,55.905907,1.847106,0.168466,63.298687,0.669647,33926,1938,0.328368,40.511196,0.11351,10.011868,2.912717,6.394245,0.309309,0.868049,145.427307,0.946751,0.582396,3.415584,0.672723,0.909833.1.628483
5,37977,3291,0.315875,88.589043,0.044063,93.366165,3.865791,56.213657,1.728282,0.216915,63.336151,0.703735,41334,2589,0.313179,39.202515,0.077491,8.641301,2.504325,5.548408,0.260936,0.889973,159.888672,0.952973,0.528118,3.064246,0.822874,0.918784.1.271147
5,30674,2712,0.317674,87.885124,0.052408,90.211922,2.882149,51.301086,1.600996,0.23066,53.959511,0.735425,35148,2814,0.318872,48.981297,0.055778,13.925886,5.677615,9.692434,0.400837,0.837093,235.77771,0.931993,0.514803,2.767347,0.633609,0.87271.0.963753
5,33072,3000,0.318309,88.040794,0.046177,104.347298,4.540793,62.155499,1.869461,0.165214,73.999702,0.672084,37130,2724,0.321748,47.410305,0.062881,13.176625,5.040944,9.45428,0.39353,0.838734,268.489197,0.929726,0.586186,3.151261,0.719581,0.890708.1.101322
5,30591,2109,0.321784,87.076225,0.086427,101.746567,2.557078,55.446995,1.750493,0.173076,41.734322,0.711345,34124,2085,0.323963,45.026558,0.098641,11.95737,4.710301,8.132174,0.364745,0.853446,194.335556,0.936918,0.579606,2.292391,0.544863,0.896466.1.011511
5,48803,2706,0.312539,92.992523,0.083753,105.257309,11.819439,71.508949,1.944592,0.186766,86.854179,0.639731,52499,3183,0.313474,39.690025,0.065116,8.360431,4.44275,6.023984,0.244247,0.900247,273.661011,0.956604,0.562739,2.297114,0.861511,0.929599.0.850141
5,35799,1929,0.327713,86.21685,0.120897,121.0233,6.599238,70.93837,2.079872,0.10922,76.926056,0.623856,37422,1923,0.328869,32.561413,0.127168,5.733668,2.827127,3.942419,0.184776,0.924062,231.265396,0.964513,0.665162,2.078664,0.843942,0.95663.1.00312
5,30208,1701,0.328494,90.048561,0.131197,118.517937,8.564831,71.070496,2.084897,0.128606,87.50016,0.614209,31792,1794,0.328712,34.405643,0.124132,6.370717,3.401406,4.510672,0.203676,0.917536,278.23999,0.961504,0.635851,1.950688,0.77495,0.950176.0.948161
